repository_url,issue_number,title_processed,body_processed,label,label_cat,test_tag,valid,html_url,issue_reporter,issue_reporter_association,comment_count,commenters,comment_texts,commenter_associations
https://api.github.com/repos/lokka30/PhantomCombat,31,extra pathreplaced,pathreplaced target,bug,bug,0,valid,https://github.com/lokka30/PhantomCombat/issues/31,lokka30,OWNER,1,['lokka30'],['fixed in upcoming rel'],['OWNER']
https://api.github.com/repos/CyclopsMC/IntegratedDynamics,166,squeezer automation exploit resulted null pointer exception,cannot digitreplaced certain course seems machine built attempt fully automate squeezer resulted persistent crash time start game machine urlreplaced weird issue machine working first switches attempted automate using logic cables give much details possible crash happened immediately destroyed switch position able reproduce twice creative digitreplaced cases logic cables device like pipes urlreplaced logic cables present switch top stops working activate piston reason related upper switch state pipes added switch destroyed game crashes nay freezes crash pathreplaced latest server crash report urlreplaced pathreplaced pathreplaced datereplaced digitreplaced digitreplaced digitreplaced server txt latest log urlreplaced pathreplaced pathreplaced,bug,bug,0,valid,https://github.com/CyclopsMC/IntegratedDynamics/issues/166,JSideris,NONE,1,['JSideris'],"[""I was wondering if this was squeezer related or if it was something else. Again, I can't be sure, but this contraption doesn't experience the same issue:\r\n\r\n![No problems here](https://cloud.githubusercontent.com/assets/8083793/24763545/ab44d11c-1abf-11e7-844c-412b7a972422.png)""]",['NONE']
https://api.github.com/repos/mett29/ing-sw-2018-lambertucci-losavio-mancassola,9,print scores match ends,currently match reaches end nothing happens,bug,bug,1,valid,https://github.com/mett29/ing-sw-2018-lambertucci-losavio-mancassola/issues/9,asparagii,COLLABORATOR,0,[],[],[]
https://api.github.com/repos/1908-aug19-java/Project2-Samuel-Chris-Kyle-BackEnd,11,reconfigured properties file added custom configuration file,issue issuereplaced application not able read systems environment variables ec digitreplaced not set connection running application added custom configuration class reads environment variables removed lines attempted application properties file solution tested working windows environment needs tested ec digitreplaced,bug,bug,0,valid,https://github.com/1908-aug19-java/Project2-Samuel-Chris-Kyle-BackEnd/pull/11,watchdogoblivion,CONTRIBUTOR,0,[],[],[]
https://api.github.com/repos/Rajawali/Rajawali,993,inverted face culling,time trying rotate set look object according touch event master branch following code gives desired result face culling seems inverted touch screen first time surface created ? codereplaced wrong ? help codereplaced,bug,bug,1,valid,https://github.com/Rajawali/Rajawali/issues/993,chocomega,NONE,13,"['jwoolston', 'jwoolston', 'chocomega', 'jwoolston', 'chocomega', 'jwoolston', 'jwoolston', 'chocomega', 'jwoolston', 'AndrewJo', 'jwoolston', 'MasDennis', 'MasDennis']","['For starters you have a thread safety issue here. `onTouchEvent()` is called on the UI thread while `onDrawFrame()` is called by the GL thread. The issue is that you access `mTarget` in both methods and there is no thread safety handling involved. This can (and often will) cause unexpected and indeterminate results. You need to protect `mTarget` with a synchronization scheme.', 'As far as the face culling goes, if the above does not fix it (it would be an unrelated problem manifesting in odd ways) then there is a bug in the default GL state I have assigned to the library. There are other issues with this that I need to fix so please let me know if the issue isnt resolved by the thread safety and I will look into it.', 'Thank you for the fast reply ! \nSo I just added/changed the following code\n\n``` java\nprivate static final Object OBJ_LOCK = new Object();\n\n    @Override\n    public void onTouchEvent(MotionEvent event) {\n        super.onTouchEvent(event);\n\n        synchronized (OBJ_LOCK) {\n            mTarget.x =  ( event.getX()/getViewportWidth() ) * 2 - 1;\n            mTarget.y = -((event.getY()/getViewportHeight()) * 2 - 1);\n            mTarget.z = 1;\n        }\n    }\n\n    @Override\n    public void onDrawFrame(GL10 glUnused) {\n        super.onDrawFrame(glUnused);\n\n        synchronized (OBJ_LOCK) {\n            float distance = mTarget.distanceTo(mLookAt);\n            if( distance > 0.05f )\n            {\n                Vector3 step = Vector3.subtract(mTarget, mLookAt);\n                step.multiply( 0.3f);\n                mLookAt.add(step);\n\n                mObject.setLookAt(mLookAt);\n\n            }\n        }\n    }\n```\n\nUnfortunately the behavior is the same :/', 'ok then it is possible it is a bug. Is there anyway you can send a screenshot?', ""Sure ! (I replaced the cube by an OBJ model)\nOk :+1: \n![frontface](https://f.cloud.github.com/assets/5123957/882595/f8272630-f965-11e2-97ff-3bf7c4083d01.png)\n\nNot Ok :(\n![backface](https://f.cloud.github.com/assets/5123957/882594/f7d352b2-f965-11e2-98ea-41b1d0b8174a.png)\n\nFor information when the culling is inverted, If I go to the settings then just go back, the culling is correct again. \n(I forgot to mentioned, I'm trying to make a Live Wallpaper)"", ""Yea that is definitely a culling problem. I'll add it to my growing list of things to fix but I'll try and address it sooner rather than later, possibly after I finish my current task. Just to be clear its fine when you load, you touch the screen and it breaks, then if you go to settings and back its fine again?"", 'In the meantime, try setting the model to double sided and see if it alleviates the problem (it will also give me more info on the source of the problem).', ""Exactly, once the model is loaded it's fine, I touch the screen and it breaks, then if I go to settings and back its fine again.\n\nThe funny thing is it looks like the behavior is different depending on how long I wait before touching the screen:\nIf I touch the screen like 15sec after the model is loaded -> it's fine\nBetween 1 and 15 sec -> culling inverted\nLess than 1 sec (if I'm quick enough) -> black screen ! (and going to settings and back doesn't change anything)\n\nSetting the model to double sided alleviates the culling problem but not the black screen. I think I can live with that for now if the performance hit is not too high.\n\nI hope those informations will help you. Anyway thanks again for your support."", ""Thanks for the added info, I'll see what I can find."", 'Eh... I thought I fixed the culling problem. What version is this? 0.9?', ""Yea I may have jacked this up when I tried reducing go state changes though. I'm almost ready to get to looking at it. This is in master."", 'Hi @chocomega could you test this against the latest master? The lookAt code has changed, maybe this was fixed along the way :)', 'Closing this as stale. Please reopen if the problem persists.']","['MEMBER', 'MEMBER', 'NONE', 'MEMBER', 'NONE', 'MEMBER', 'MEMBER', 'NONE', 'MEMBER', 'MEMBER', 'MEMBER', 'MEMBER', 'MEMBER']"
https://api.github.com/repos/imixs/imixs-workflow,396,rule plugin update event not set new items,update event method rule plugin not update new items provided event object codereplaced codereplaced,bug,bug,0,valid,https://github.com/imixs/imixs-workflow/issues/396,rsoika,MEMBER,1,['rsoika'],['fixed'],['MEMBER']
https://api.github.com/repos/google/closure-compiler,3178,compiler crashes asynchronous function default argument compiling esnext es digitreplaced,sample code codereplaced crashes following error codereplaced,bug,bug,0,valid,https://github.com/google/closure-compiler/issues/3178,trxcllnt,NONE,5,"['brad4d', 'brad4d', 'brad4d', 'lkjames', 'brad4d']","['Created internal Google issue b/121377660', 'Thanks for pointing this out @trxcllnt', 'Internal tracking switched to issue http://b/122100368\r\nI understand the problem and am working on a fix', ""Any updates on this? I'm having the same problem."", 'This was fixed in https://github.com/google/closure-compiler/commit/83a8b02c384abda8db5b57d46c1805f592ccd77a#diff-8766342281b3b4b5ee20a57d7f5b061d\r\n\r\nI\'m not sure why this issue wasn\'t automatically closed by the ""Fixes"" comment on that commit.\r\n\r\nIf you are having a problem with the current version of closure-compiler, please file a new issue with instructions for reproducing the problem. Thanks.']","['CONTRIBUTOR', 'CONTRIBUTOR', 'CONTRIBUTOR', 'NONE', 'CONTRIBUTOR']"
https://api.github.com/repos/M66B/XPrivacy,1566,issue restrict whole category,found restrict whole category not work first attempt pathreplaced whole category checkbox fix behaviour happens functions unrestricted xprivacy pathreplaced ? new restrictions storage time unrestricted certain functions unrestricted entire category next time wanted restrict whole category new function open not restricted media function unrestricted found problem cannot reproduce application next time found application behaviour like said set pathreplaced entire category fix problem,bug,bug,1,valid,https://github.com/M66B/XPrivacy/issues/1566,Cyclu,NONE,26,"['M66B', 'jpeg729', 'Cyclu', 'M66B', 'Cyclu', 'ghost', 'M66B', 'M66B', 'ghost', 'ghost', 'ghost', 'M66B', 'M66B', 'ghost', 'an0n981', 'ghost', 'an0n981', 'M66B', 'ghost', 'M66B', 'ghost', 'ghost', 'M66B', 'ghost', 'ghost', 'M66B']","['This is insufficient: https://github.com/M66B/XPrivacy#FAQ52\n- Which view? Application list or application details?\n- Which category?\n- Which steps should I follow to reproduce this?\n\nI test a lot with XPrivacy and have never seen this problem.', 'Were you expecting it to restrict all the functions in the category right away?\nBecause individual function settings are only reset when clearing a category.\n\nSo, what might have happened is that the category was set to allow+ask, and at a prompt you chose to allow a function. That adds a setting for that function without touching the category. Then later you try to restrict the entire category in the ui, and it keeps the function allowed the first time round.', 'Sorry I will add now. \nI precise this happens with disabled on-demand settings and also I recalled that it happened before this future was added.  \nView: Applications details\nCategory: Storage\nSteps:\n-1 go into app detailed view\ndrill down arrow for storage category\nrestrict the whole category\nunchecked an function.\n-2 return back to app detail view\nunrestricted the whole category\n-3 return back to app detail view\nrestrict the whole category\nthe function which I have unchecked at point 1 is not checked.\nAlso I precise that I have not touched these settings a certain time between each change and have done many Xprivacy update.', 'I have tried several times what you have described, but I cannot reproduce this.', ""it does not matter much it's just a minor inconvenience. I will reinstall soon my rom from scratch\nsince 9 months of continuous XPrivacy update I think it will settle certain behaviour."", 'I think that I am suffering from this bug. Thats assuming that I understood the description correctly. \n\nPlease see this video: https://docs.google.com/file/d/0B7IMZIRnHA0_b1JqVk9aeDVKTFU/edit?pli=1\n\nThis happens to several apps and categories. I have experienced this bug on multiple devices:\n- Samsung Galaxy Note II, Omnirom, XPrivacy 2.0.xx. Updated from XPrivacy 1.yy.xx. I do not own the device anymore.\n- Google Nexus 10, Cyanogenmod, XPrivacy 2.0.14. Updated from XPrivacy 1.yy.xx. Stopped using XPrivacy because of this bug.\n- Google Nexus 5, Omnirom, XPrivacy 2.0.14. Updated from XPrivacy 2.00.xx. Still using XPrivacy.', 'The video shows the bug clearly, thanks.\nHowever, I like to know more, since I am not able to reproduce this bug.\nWhat did you do before the video?\nWas this a blank, new install of XPrivacy?\nDid you import settings?\nWhatever else can be relevant.\nI cannot fix this bug, if I cannot reproduce it.', 'A logcat capture during reproduction of this bug with XPrivacy debugging enabled (main settings) may also help.', ""What did you do before the video?\n- Second video: https://docs.google.com/file/d/0B7IMZIRnHA0_UEZ5M3dSTGE2YVk/edit?pli=1.\n\nWas this a blank, new install of XPrivacy?\n- The video is from my Nexus 5. Started from a fresh XPrivacy 2.0.xx install and gradually updated to XPrivacy 2.0.14.\n\nDid you import settings?\n- No.\n\nA logcat capture during reproduction of this bug with XPrivacy debugging enabled (main settings) may also help.\n- I'll see what I can do."", 'I just send you a logcat through your website. This time I restricted an app called cerberus in the same manner as in earlier videos. Tell me if you require a full logcat without filtering (grep XPrivacy logcat.txt).', ""Whatever else can be relevant.\n- I have never explicitly restricted the apps used as examples (App Settings, Google Authenticator, Cerberus). Or at least I'm pretty sure that I haven't. However, the bug happens to previously restricted apps as well."", ""I like to know if you collapse and expand the category if still everything isn't checked.\n\nI see nothing obviously wrong in the code and since this is just reported twice and I cannot reproduce it, it might very well a bug in your ROM."", 'I also like to know if you close the application details view and return back if the settings are still wrong.', ""I like to know if you collapse and expand the category if still everything isn't checked.\n- I tried a different app this time. Everything stays unchecked after collapse and expand.\n\nI also like to know if you close the application details view and return back if the settings are still wrong.\n- I tried a different app  this time. Everything stays unchecked after pressing back button multiple times. \n\nI seems that the bug occurs when a category is restricted for the first time. I checked the Identification category for App Settings app and it worked this time. Then I tried to restrict the Shell category and the bug occured again."", ""I've also noticed this on different devices with different roms during initial XPrivacy setup. @gentoolkit if you filter the app detail view to the category and then check the apps you want to restrict, it should work propwrly"", '@an0n981 Do you mean like this: https://drive.google.com/file/d/0B7IMZIRnHA0_N3RQVkd1RmI0WFE/edit?usp=sharing\n\nThe bug still occurs.', '## Yes I meant like that, that I have never seen happen\n\nRegards,\n\nan0n981\n\n-------- Original Message --------\nFrom: gentoolkit notifications@github.com\nSent: April 12, 2014 4:51:16 PM CEST\nTo: M66B/XPrivacy XPrivacy@noreply.github.com\nCc: an0n981 an0n981@posteo.de\nSubject: Re: [XPrivacy] Issue with restrict whole category. (#1566)\n\n@an0n981 Do you mean lite this: https://drive.google.com/file/d/0B7IMZIRnHA0_N3RQVkd1RmI0WFE/edit?usp=sharing\n\nThe bug still occurs.\n\n---\n\nReply to this email directly or view it on GitHub:\nhttps://github.com/M66B/XPrivacy/issues/1566#issuecomment-40282214', 'Can you please try if the issue is fixed in this version: http://d-h.st/o7B', 'Unfortunately it did not help.', 'I have no idea what is causing this, for me and as it seems for many others it just works.\nIt is difficult to fix something that cannot be reproduced.\nI tried with some wild guesses, but I am out of ideas.\nHopefully somebody having this same issue with programming skills can pinpoint the problem.', 'I just cleared all XPrivacy data and the bug is gone. However, if I remember correctly, I have tried this before and the bug came back. I will report if it happens again.', 'Something interesting just happened. I had to factory reset my Nexus 5 from unrelated reasons. The first thing I did was to install XPosed, XPrivacy and a few other apps. Everything worked fine until I decided to install Titanium Backup and restored a few of the missing apps. As a result the bug started occuring again. Then I cleared all XPrivacy data and everything was OK again. I thought that this was a bit odd, so I decided to restore all the missing apps I could. And, as you can probably guess, the bug started occuring again. Clearing all XPrivacy data was once again the appropriate fix for the problem.\n\nA some type of mismatch between Xprivacy and Titanium Backup could explain the problems I have been experiencing. However, I used Titanium Backup only a few times before this factory reset to restore apps. Maybe a single restore operation is enough to to mess up things...', 'This is not a bug.\nYou have on demand restricting enabled and probably the default template.\nThis means that all categories and functions will be set to not restricted when installing a new application (including through Titanium backup).\nRestricting a category in this case will leave all functions of an category not restricted.\nWhen unrestricting the category, all settings will be cleared, including all function exceptions.\nSo the next time you restrict the category, there are no function exception.\nI have no clear idea about how to improve this.', 'Ok. Maybe you could make the category check box more clear. For example:\n[red check mark] = Category fully restricted including all ""dangerous functions""\n[blue check mark] = Category fully restricted, no ""dangerous functions"" in the category\n[red square] = Category partially restricted including some ""dangerous functions""\n[blue square] = Category fully restricted excluding ""dangerous functions"" \n[gray? square] = Category partially restricted excluding ""dangerous functions""', 'In addition, disabling the on demand restriction functionality from the application details window should probably restore the application details window into the normal operation mode. Maybe it should even reset everything so that the user does not get confused as I did.', 'Version 2.0.16 beta should fix this problem.\nhttps://github.com/M66B/XPrivacy/releases/tag/2.0.16']","['OWNER', 'CONTRIBUTOR', 'NONE', 'OWNER', 'NONE', 'NONE', 'OWNER', 'OWNER', 'NONE', 'NONE', 'NONE', 'OWNER', 'OWNER', 'NONE', 'CONTRIBUTOR', 'NONE', 'CONTRIBUTOR', 'OWNER', 'NONE', 'OWNER', 'NONE', 'NONE', 'OWNER', 'NONE', 'NONE', 'OWNER']"
https://api.github.com/repos/dockstore/dockstore,2261,downloading plugins warning messages digitreplaced digitreplaced,bug report downloading file provisioning plugins drs gcs git hub warnings invalid cookie header despite warning downloads complete successfully additionally plugins hosted git hub oicr confusing message download happening http digitreplaced pathreplaced addition download happening urlreplaced behaviors happen production release steps reproduce behaviour codereplaced issue synchronized jira bug urlreplaced issue type bug fix versions dockstore digitreplaced digitreplaced sprint backlog issue number documents digitreplaced codereplaced,bug,bug,0,valid,https://github.com/dockstore/dockstore/issues/2261,coverbeck,COLLABORATOR,2,"['denis-yuen', 'denis-yuen']","['http4s message is a side-effect of https://github.com/ga4gh/dockstore/pull/2213\r\nURLs provided to vfs2 library need to be use the http4s:// and http4:// prefix instead of https:// and http:// in order to use the new more secure library. Unfortunately, this rename seems to be leaking into our user facing logging.', 'Functional with dockstore-client-1.7.0-beta.4.jar']","['MEMBER', 'MEMBER']"
https://api.github.com/repos/holodeck-b2b/Holodeck-B2B,64,unable start windows using long base path,path holodeck b2b installed long digitreplaced chars possible start server caused limitation windows length command line not exceed digitreplaced characters jars library directory individually included absolute path java classpath maximum exceeded hb2b home path long,bug,bug,0,valid,https://github.com/holodeck-b2b/Holodeck-B2B/issues/64,sfieten,COLLABORATOR,0,[],[],[]
https://api.github.com/repos/ekylibre/zero-android,8,encoding error make fail data transmission ekylibre,pathreplaced codereplaced parameters codereplaced antoine thib ideas ?,bug,bug,1,valid,https://github.com/ekylibre/zero-android/issues/8,burisu,COLLABORATOR,0,[],[],[]
https://api.github.com/repos/BaseXdb/basex,703,disallow conversion java strings invalid xml characters,related issuereplaced java strings invalid xml characters rejected following digitreplaced xquery snippets currently acccepted raise errors create string single digitreplaced byte codereplaced read file single digitreplaced byte codereplaced,bug,bug,0,valid,https://github.com/BaseXdb/basex/issues/703,ChristianGruen,MEMBER,7,"['ChristianGruen', 'apb2006', 'ChristianGruen', 'apb2006', 'ChristianGruen', 'ChristianGruen', 'apb2006']","['I decided to raise `FOCH0001` whenever a converted Java string contains invalid XML characters. A more legacy-like alternative could be to ignore such characters, or represent them as e.g. question marks. @apb2006: do you have an opinion on this?', 'I am happy with raising the error, but it would be nice to have a built-in function to ""clean"" the Java string maybe a utility something like `clean-string($js as java(),$badreplacement as xs:string)  as xs:string`  Where badreplacement """" and ""?"" would give the behaviours you mention above.', 'One problem we have here is that the error is usually raised before any other function can clean up the intermediate result. I’ll have some more thoughts on that.', 'But is  not the error just raised when the value is forced to string or xml?\n\n```\nlet $badstring:=javasomething()  (: badstring type is still java? :)\nreturn <foo>{$badstring}</foo>  (: error raised here ?? :)\n```\n\nSo \n\n```\nlet $badstring:=javasomething()  (: badstring type is java? :)\nlet $goodstring:=clean-string($badstring,"" "")\nreturn <foo>{$goodstring}</foo>  \n```', 'Net necessarily (at least in the current implementation). As an example, if the second query is modified as follows…\n\n``` xquery\nlet $br := br:new(isr:new(fis:new($file)))\nlet $r := br:readLine($br)\nreturn br:close($br),\n```\n\n…the latest version of BaseX will also raise an error, although `$r` will never be output.\n\nMy current plan is to introduce a new option, which will also affect the behavior of functions like `file:read-text` or `convert:binary-to-string`. More to come…', 'Documentation of the new `CHECKSTRINGS` option: http://docs.basex.org/wiki/Options#CHECKSTRINGS', 'ok \n\n```\nlet $value:=(# db:checkstrings false #){\n            clean-string(Tag:getDescription($tag))  (: remove nulls :)\n            } \n```\n\nworks for me']","['MEMBER', 'NONE', 'MEMBER', 'NONE', 'MEMBER', 'MEMBER', 'NONE']"
https://api.github.com/repos/vector-im/riot-android,1750,emojis black rectangles,reported marmite digitreplaced matrix org urlreplaced,bug,bug,1,valid,https://github.com/element-hq/riot-android/issues/1750,ylecollen,CONTRIBUTOR,2,"['ylecollen', 'ylecollen']","['started a 1:1 with this user.', 'Some emojis might not be supported on some devices.\r\nWe cannot improve this behaviour.']","['CONTRIBUTOR', 'CONTRIBUTOR']"
https://api.github.com/repos/tzulberti/archery-training,68,order arrows digitreplaced,sorting arrows database codereplaced priority codereplaced,bug,bug,0,valid,https://github.com/tzulberti/archery-training/issues/68,tzulberti,OWNER,0,[],[],[]
https://api.github.com/repos/eugenkiss/chanobol,76,gallery view webm,first webms indicated gallery view click digitreplaced webm intent created totally missed case implemented current bar bones gallery view functionality post view class copy pasted abstracted furthermore onoptionsmenu actions adapted check ending webm mimetype set,bug,bug,0,valid,https://github.com/eugenkiss/chanobol/issues/76,eugenkiss,OWNER,1,['eugenkiss'],['Only show play icon in gallery'],['OWNER']
https://api.github.com/repos/bubba0077/Trivia,84,user name dialog text field not fill space,text field user name dialog resizes ful width zer width dialog made narrow fill remaining space matter narrow,bug,bug,0,valid,https://github.com/bubba0077/Trivia/issues/84,bubba0077,OWNER,0,[],[],[]
https://api.github.com/repos/intuit/karate,741,parallel test runner hangs running errored scenario,recently converted karate project parallel runner dem urlreplaced test parallel java url tests not compile correctly errored scenario tagged ignored not affect test run looking numerous threads online regarding running parallel tests log4j surefir reports none solutions presented worked following contains steps reproduce create project using quick start guide codereplaced modify 'examples test jav file contain parallel runner codereplaced modify 'users featur file not compile correctly changed scenario outline provided commented value examples codereplaced execute 'mvn tes test runner hangs indefinitely behavior hang output errored message causing hang attached zipped project created following process myproject zip urlreplaced,bug,bug,1,valid,https://github.com/karatelabs/karate/issues/741,Marcus-Smallman,NONE,3,"['ptrthomas', 'Marcus-Smallman', 'ptrthomas']","['@Marcus-Smallman thanks for this report - it helps !\r\n\r\nwould it be possible for you to build from source and verify ? https://github.com/intuit/karate/wiki/Developer-Guide', ""I have built from source on the 'develop' branch and can confirm it is now fixed."", 'released 0.9.3']","['MEMBER', 'NONE', 'MEMBER']"
https://api.github.com/repos/L6mps/LasaLaraAP,128,front end screen orientation,clien mail digitreplaced datereplaced digitreplaced reason application work screen orientations ?,bug,bug,1,valid,https://github.com/L6mps/LasaLaraAP/issues/128,aomaesalu,COLLABORATOR,1,['aomaesalu'],"['Right now, changing the screen orientation crashes the application. Find out why and fix it - the app should work in both orientations.']",['COLLABORATOR']
